countyName , lat , lon , speed , total
Benton County , 42.26029921 , -91.91010096 , 71 , 49
Benton County , 42.26029921 , -91.91010096 , 72 , 29
Benton County , 42.26029921 , -91.91010096 , 73 , 14
Benton County , 42.26029921 , -91.91010096 , 74 , 28
Benton County , 42.26029921 , -91.91010096 , 75 , 14
Benton County , 42.26503537 , -91.9165373 , 71 , 44
Benton County , 42.26503537 , -91.9165373 , 72 , 33
Benton County , 42.26503537 , -91.9165373 , 73 , 47
Benton County , 42.26503537 , -91.9165373 , 74 , 9
Benton County , 42.26503537 , -91.9165373 , 75 , 17
Black Hawk County , 42.416123 , -92.175483 , 71 , 59
Black Hawk County , 42.416123 , -92.175483 , 72 , 28
Black Hawk County , 42.416123 , -92.175483 , 73 , 8
Black Hawk County , 42.416123 , -92.175483 , 74 , 3
Black Hawk County , 42.416123 , -92.175483 , 75 , 20
Black Hawk County , 42.417487 , -92.177907 , 71 , 6
Black Hawk County , 42.417487 , -92.177907 , 72 , 15
Black Hawk County , 42.417487 , -92.177907 , 73 , 9
Black Hawk County , 42.417487 , -92.177907 , 74 , 1
Black Hawk County , 42.417487 , -92.177907 , 75 , 4
Black Hawk County , 42.42796629 , -92.18644573 , 71 , 43
Black Hawk County , 42.42796629 , -92.18644573 , 72 , 20
Black Hawk County , 42.42796629 , -92.18644573 , 73 , 11
Black Hawk County , 42.42796629 , -92.18644573 , 74 , 15
Black Hawk County , 42.445226 , -92.191817 , 71 , 5
Black Hawk County , 42.445226 , -92.191817 , 72 , 8
Black Hawk County , 42.445226 , -92.191817 , 73 , 3
Black Hawk County , 42.445226 , -92.191817 , 74 , 1
Black Hawk County , 42.449486 , -92.212632 , 71 , 20
Black Hawk County , 42.449486 , -92.212632 , 72 , 10
Black Hawk County , 42.449486 , -92.212632 , 73 , 8
Black Hawk County , 42.449486 , -92.212632 , 74 , 1
Black Hawk County , 42.452823 , -92.341067 , 71 , 8
Black Hawk County , 42.452823 , -92.341067 , 72 , 10
Black Hawk County , 42.452823 , -92.341067 , 75 , 6
Black Hawk County , 42.453045 , -92.339176 , 71 , 6
Black Hawk County , 42.453045 , -92.339176 , 72 , 3
Black Hawk County , 42.453045 , -92.339176 , 73 , 2
Black Hawk County , 42.453045 , -92.339176 , 74 , 3
Black Hawk County , 42.453045 , -92.339176 , 75 , 4
Black Hawk County , 42.453083 , -92.31743 , 71 , 12
Black Hawk County , 42.453083 , -92.31743 , 72 , 20
Black Hawk County , 42.453083 , -92.31743 , 75 , 6
Black Hawk County , 42.453427 , -92.370956 , 71 , 10
Black Hawk County , 42.453427 , -92.370956 , 72 , 3
Black Hawk County , 42.453427 , -92.370956 , 74 , 6
Black Hawk County , 42.453951 , -92.312806 , 71 , 11
Black Hawk County , 42.453951 , -92.312806 , 72 , 12
Black Hawk County , 42.453951 , -92.312806 , 73 , 2
Black Hawk County , 42.453951 , -92.312806 , 75 , 5
Black Hawk County , 42.454057 , -92.311892 , 72 , 7
Black Hawk County , 42.4544581 , -92.3117741 , 71 , 7
Black Hawk County , 42.4544581 , -92.3117741 , 72 , 8
Black Hawk County , 42.4544581 , -92.3117741 , 73 , 3
Black Hawk County , 42.4544581 , -92.3117741 , 75 , 3
Black Hawk County , 42.4544873 , -92.3116431 , 71 , 4
Black Hawk County , 42.4544873 , -92.3116431 , 72 , 6
Black Hawk County , 42.4544873 , -92.3116431 , 73 , 8
Black Hawk County , 42.4544873 , -92.3116431 , 74 , 6
Black Hawk County , 42.4545319 , -92.3121375 , 72 , 7
Black Hawk County , 42.4545319 , -92.3121375 , 75 , 15
Black Hawk County , 42.455472 , -92.250959 , 71 , 14
Black Hawk County , 42.455472 , -92.250959 , 72 , 8
Black Hawk County , 42.455472 , -92.250959 , 73 , 13
Black Hawk County , 42.455472 , -92.250959 , 74 , 1
Black Hawk County , 42.456257 , -92.306045 , 71 , 4
Black Hawk County , 42.456257 , -92.306045 , 72 , 15
Black Hawk County , 42.456257 , -92.306045 , 74 , 3
Black Hawk County , 42.456666 , -92.304014 , 71 , 10
Black Hawk County , 42.456666 , -92.304014 , 72 , 5
Black Hawk County , 42.456666 , -92.304014 , 73 , 3
Black Hawk County , 42.456666 , -92.304014 , 74 , 4
Black Hawk County , 42.456666 , -92.304014 , 75 , 4
Black Hawk County , 42.457631 , -92.302 , 71 , 5
Black Hawk County , 42.45858 , -92.298389 , 71 , 11
Black Hawk County , 42.45858 , -92.298389 , 72 , 6
Black Hawk County , 42.45858 , -92.298389 , 73 , 2
Black Hawk County , 42.45858 , -92.298389 , 74 , 10
Black Hawk County , 42.45858 , -92.298389 , 75 , 17
Black Hawk County , 42.459304 , -92.258037 , 71 , 10
Black Hawk County , 42.459304 , -92.258037 , 72 , 18
Black Hawk County , 42.459304 , -92.258037 , 73 , 10
Black Hawk County , 42.459537 , -92.259846 , 71 , 13
Black Hawk County , 42.459537 , -92.259846 , 72 , 17
Black Hawk County , 42.459537 , -92.259846 , 73 , 6
Black Hawk County , 42.459537 , -92.259846 , 74 , 1
Black Hawk County , 42.459537 , -92.259846 , 75 , 3
Black Hawk County , 42.459662 , -92.290846 , 71 , 11
Black Hawk County , 42.459662 , -92.290846 , 72 , 11
Black Hawk County , 42.459662 , -92.290846 , 73 , 9
Black Hawk County , 42.459662 , -92.290846 , 75 , 1
Black Hawk County , 42.45991 , -92.290976 , 71 , 13
Black Hawk County , 42.45991 , -92.290976 , 72 , 15
Black Hawk County , 42.45991 , -92.290976 , 73 , 3
Black Hawk County , 42.460593 , -92.278772 , 71 , 18
Black Hawk County , 42.460593 , -92.278772 , 72 , 24
Black Hawk County , 42.460593 , -92.278772 , 73 , 3
Black Hawk County , 42.460593 , -92.278772 , 74 , 4
Boone County , 42.022899 , -93.734772 , 71 , 14
Boone County , 42.022899 , -93.734772 , 72 , 5
Boone County , 42.022899 , -93.734772 , 73 , 18
Boone County , 42.022899 , -93.734772 , 74 , 3
Boone County , 42.022899 , -93.734772 , 75 , 2
Boone County , 42.023161 , -93.733181 , 71 , 22
Boone County , 42.023161 , -93.733181 , 72 , 4
Boone County , 42.023161 , -93.733181 , 73 , 15
Boone County , 42.023161 , -93.733181 , 74 , 2
Boone County , 42.023177 , -93.774195 , 71 , 44
Boone County , 42.023177 , -93.774195 , 72 , 7
Boone County , 42.023177 , -93.774195 , 75 , 4
Boone County , 42.023406 , -93.773765 , 71 , 10
Boone County , 42.023406 , -93.773765 , 72 , 10
Boone County , 42.023406 , -93.773765 , 73 , 11
Boone County , 42.023406 , -93.773765 , 74 , 2
Boone County , 42.02756231 , -93.79340418 , 71 , 30
Boone County , 42.02756231 , -93.79340418 , 72 , 6
Boone County , 42.02756231 , -93.79340418 , 73 , 1
Buena Vista County , 42.6989132 , -95.1514095 , 73 , 3
Calhoun County , 42.4496647 , -94.6400893 , 71 , 2
Calhoun County , 42.4496647 , -94.6400893 , 72 , 2
Calhoun County , 42.4496647 , -94.6400893 , 73 , 1
Calhoun County , 42.4496647 , -94.6400893 , 74 , 13
Calhoun County , 42.4499686 , -94.6499619 , 71 , 10
Calhoun County , 42.4499686 , -94.6499619 , 72 , 3
Calhoun County , 42.4499686 , -94.6499619 , 73 , 12
Calhoun County , 42.4499686 , -94.6499619 , 75 , 18
Cass County , 41.49702617 , -94.91723667 , 71 , 31
Cass County , 41.49702617 , -94.91723667 , 72 , 15
Cass County , 41.49702617 , -94.91723667 , 73 , 37
Cass County , 41.49724419 , -94.91446776 , 71 , 117
Cass County , 41.49724419 , -94.91446776 , 72 , 59
Cass County , 41.49724419 , -94.91446776 , 73 , 47
Cass County , 41.49724419 , -94.91446776 , 74 , 80
Cass County , 41.49724419 , -94.91446776 , 75 , 27
Cedar County , 41.657819 , -91.201748 , 71 , 89
Cedar County , 41.657819 , -91.201748 , 72 , 31
Cedar County , 41.657819 , -91.201748 , 73 , 49
Cedar County , 41.657819 , -91.201748 , 74 , 19
Cedar County , 41.657819 , -91.201748 , 75 , 16
Cedar County , 41.91849589 , -91.35513218 , 74 , 4
Cedar County , 41.91849589 , -91.35513218 , 75 , 11
Cerro Gordo County , 43.24000105 , -93.34905823 , 71 , 90
Cerro Gordo County , 43.24000105 , -93.34905823 , 72 , 75
Cerro Gordo County , 43.24000105 , -93.34905823 , 73 , 32
Cerro Gordo County , 43.24000105 , -93.34905823 , 74 , 23
Cerro Gordo County , 43.24000105 , -93.34905823 , 75 , 24
Chickasaw County , 43.00196603 , -92.31795665 , 72 , 1
Chickasaw County , 43.00196603 , -92.31795665 , 73 , 15
Chickasaw County , 43.00196603 , -92.31795665 , 74 , 11
Dallas County , 41.57202013 , -93.84840627 , 71 , 136
Dallas County , 41.57202013 , -93.84840627 , 72 , 80
Dallas County , 41.57202013 , -93.84840627 , 73 , 68
Dallas County , 41.57202013 , -93.84840627 , 74 , 35
Dallas County , 41.57202013 , -93.84840627 , 75 , 11
Dallas County , 41.591798 , -93.8081655 , 71 , 45
Dallas County , 41.591798 , -93.8081655 , 72 , 23
Dallas County , 41.591798 , -93.8081655 , 75 , 4
Dallas County , 41.592029 , -93.802716 , 71 , 18
Dallas County , 41.592029 , -93.802716 , 72 , 11
Dallas County , 41.592029 , -93.802716 , 73 , 3
Dallas County , 41.592212 , -93.802001 , 72 , 9
Dallas County , 41.592212 , -93.802001 , 73 , 2
Decatur County , 40.743508 , -93.841681 , 71 , 95
Decatur County , 40.743508 , -93.841681 , 72 , 99
Decatur County , 40.743508 , -93.841681 , 73 , 69
Decatur County , 40.743508 , -93.841681 , 74 , 102
Decatur County , 40.743508 , -93.841681 , 75 , 43
Decatur County , 40.744083 , -93.841096 , 71 , 94
Decatur County , 40.744083 , -93.841096 , 72 , 99
Decatur County , 40.744083 , -93.841096 , 73 , 115
Decatur County , 40.744083 , -93.841096 , 74 , 10
Decatur County , 40.744083 , -93.841096 , 75 , 30
Floyd County , 43.00891 , -92.624845 , 71 , 22
Floyd County , 43.00891 , -92.624845 , 72 , 10
Floyd County , 43.00891 , -92.624845 , 73 , 10
Floyd County , 43.00891 , -92.624845 , 74 , 2
Floyd County , 43.00891 , -92.624845 , 75 , 2
Floyd County , 43.009646 , -92.626853 , 71 , 14
Floyd County , 43.009646 , -92.626853 , 72 , 6
Floyd County , 43.009646 , -92.626853 , 73 , 17
Floyd County , 43.009646 , -92.626853 , 75 , 1
Hamilton County , 42.243255 , -93.570686 , 71 , 200
Hamilton County , 42.243255 , -93.570686 , 72 , 119
Hamilton County , 42.243255 , -93.570686 , 73 , 93
Hamilton County , 42.243255 , -93.570686 , 74 , 124
Hamilton County , 42.243255 , -93.570686 , 75 , 66
Hamilton County , 42.243286 , -93.5704 , 71 , 154
Hamilton County , 42.243286 , -93.5704 , 72 , 144
Hamilton County , 42.243286 , -93.5704 , 73 , 101
Hamilton County , 42.243286 , -93.5704 , 74 , 53
Hamilton County , 42.243286 , -93.5704 , 75 , 63
Hamilton County , 42.28939934 , -93.57026933 , 71 , 133
Hamilton County , 42.28939934 , -93.57026933 , 72 , 109
Hamilton County , 42.28939934 , -93.57026933 , 73 , 87
Hamilton County , 42.28939934 , -93.57026933 , 74 , 49
Hamilton County , 42.28939934 , -93.57026933 , 75 , 52
Hamilton County , 42.28940693 , -93.57054924 , 71 , 141
Hamilton County , 42.28940693 , -93.57054924 , 72 , 82
Hamilton County , 42.28940693 , -93.57054924 , 73 , 125
Hamilton County , 42.28940693 , -93.57054924 , 74 , 45
Hamilton County , 42.28940693 , -93.57054924 , 75 , 69
Hamilton County , 42.310405 , -93.569289 , 71 , 93
Hamilton County , 42.310405 , -93.569289 , 72 , 91
Hamilton County , 42.310405 , -93.569289 , 73 , 137
Hamilton County , 42.310405 , -93.569289 , 74 , 62
Hamilton County , 42.310405 , -93.569289 , 75 , 24
Hamilton County , 42.310416 , -93.569574 , 71 , 145
Hamilton County , 42.310416 , -93.569574 , 72 , 57
Hamilton County , 42.310416 , -93.569574 , 73 , 52
Hamilton County , 42.310416 , -93.569574 , 74 , 68
Hamilton County , 42.310416 , -93.569574 , 75 , 76
Hamilton County , 42.32621424 , -93.56954461 , 71 , 175
Hamilton County , 42.32621424 , -93.56954461 , 72 , 160
Hamilton County , 42.32621424 , -93.56954461 , 73 , 87
Hamilton County , 42.32621424 , -93.56954461 , 74 , 65
Hamilton County , 42.32621424 , -93.56954461 , 75 , 8
Hamilton County , 42.35742446 , -93.57009021 , 71 , 123
Hamilton County , 42.35742446 , -93.57009021 , 72 , 119
Hamilton County , 42.35742446 , -93.57009021 , 73 , 82
Hamilton County , 42.35742446 , -93.57009021 , 74 , 34
Hamilton County , 42.35742446 , -93.57009021 , 75 , 61
Hamilton County , 42.4661609 , -93.5687084 , 71 , 127
Hamilton County , 42.4661609 , -93.5687084 , 72 , 97
Hamilton County , 42.4661609 , -93.5687084 , 73 , 91
Hamilton County , 42.4661609 , -93.5687084 , 74 , 34
Hamilton County , 42.4661609 , -93.5687084 , 75 , 77
Hamilton County , 42.466203 , -93.56899 , 71 , 76
Hamilton County , 42.466203 , -93.56899 , 72 , 74
Hamilton County , 42.466203 , -93.56899 , 73 , 33
Hamilton County , 42.466203 , -93.56899 , 74 , 37
Hamilton County , 42.466203 , -93.56899 , 75 , 21
Hardin County , 42.448125 , -93.231909 , 71 , 21
Hardin County , 42.448125 , -93.231909 , 72 , 17
Hardin County , 42.448125 , -93.231909 , 73 , 7
Hardin County , 42.448125 , -93.231909 , 74 , 4
Hardin County , 42.448125 , -93.231909 , 75 , 18
Henry County , 41.09249985 , -91.54498699 , 71 , 33
Henry County , 41.09249985 , -91.54498699 , 72 , 18
Henry County , 41.09249985 , -91.54498699 , 73 , 7
Henry County , 41.09249985 , -91.54498699 , 74 , 1
Henry County , 41.09249985 , -91.54498699 , 75 , 10
Henry County , 41.09264416 , -91.54449586 , 71 , 21
Henry County , 41.09264416 , -91.54449586 , 72 , 20
Henry County , 41.09264416 , -91.54449586 , 73 , 20
Jasper County , 41.681036 , -93.100259 , 71 , 105
Jasper County , 41.681036 , -93.100259 , 72 , 40
Jasper County , 41.681036 , -93.100259 , 73 , 27
Jasper County , 41.681036 , -93.100259 , 74 , 25
Jasper County , 41.681036 , -93.100259 , 75 , 20
Jasper County , 41.68119012 , -93.11326797 , 71 , 122
Jasper County , 41.68119012 , -93.11326797 , 72 , 98
Jasper County , 41.68119012 , -93.11326797 , 73 , 31
Jasper County , 41.68119012 , -93.11326797 , 74 , 20
Jasper County , 41.68119012 , -93.11326797 , 75 , 24
Jasper County , 41.682136 , -92.909994 , 71 , 124
Jasper County , 41.682136 , -92.909994 , 72 , 89
Jasper County , 41.682136 , -92.909994 , 73 , 72
Jasper County , 41.682136 , -92.909994 , 74 , 34
Jasper County , 41.682136 , -92.909994 , 75 , 23
Jasper County , 41.682741 , -93.007231 , 71 , 136
Jasper County , 41.682741 , -93.007231 , 72 , 62
Jasper County , 41.682741 , -93.007231 , 73 , 29
Jasper County , 41.682741 , -93.007231 , 74 , 34
Jasper County , 41.682741 , -93.007231 , 75 , 31
Jasper County , 41.682945 , -93.006769 , 71 , 86
Jasper County , 41.682945 , -93.006769 , 72 , 74
Jasper County , 41.682945 , -93.006769 , 73 , 51
Jasper County , 41.682945 , -93.006769 , 74 , 25
Jasper County , 41.682945 , -93.006769 , 75 , 12
Jasper County , 41.683246 , -93.077897 , 71 , 79
Jasper County , 41.683246 , -93.077897 , 72 , 83
Jasper County , 41.683246 , -93.077897 , 73 , 29
Jasper County , 41.683246 , -93.077897 , 74 , 15
Jasper County , 41.683246 , -93.077897 , 75 , 36
Jasper County , 41.683636 , -93.051265 , 71 , 112
Jasper County , 41.683636 , -93.051265 , 72 , 37
Jasper County , 41.683636 , -93.051265 , 73 , 29
Jasper County , 41.683636 , -93.051265 , 74 , 12
Jasper County , 41.683636 , -93.051265 , 75 , 38
Jasper County , 41.683654 , -93.071739 , 71 , 72
Jasper County , 41.683654 , -93.071739 , 72 , 34
Jasper County , 41.683654 , -93.071739 , 73 , 33
Jasper County , 41.683654 , -93.071739 , 74 , 20
Jasper County , 41.683654 , -93.071739 , 75 , 39
Jasper County , 41.683896 , -93.071825 , 71 , 144
Jasper County , 41.683896 , -93.071825 , 72 , 145
Jasper County , 41.683896 , -93.071825 , 73 , 32
Jasper County , 41.683896 , -93.071825 , 74 , 47
Jasper County , 41.683896 , -93.071825 , 75 , 30
Jasper County , 41.684373 , -93.077962 , 71 , 10
Jasper County , 41.68727113 , -92.8816518 , 71 , 77
Jasper County , 41.68727113 , -92.8816518 , 72 , 62
Jasper County , 41.68727113 , -92.8816518 , 73 , 1
Jasper County , 41.68727113 , -92.8816518 , 74 , 14
Jasper County , 41.68727113 , -92.8816518 , 75 , 46
Johnson County , 41.630443 , -91.565109 , 71 , 13
Johnson County , 41.630443 , -91.565109 , 72 , 5
Johnson County , 41.630443 , -91.565109 , 73 , 6
Johnson County , 41.630443 , -91.565109 , 74 , 4
Johnson County , 41.630443 , -91.565109 , 75 , 7
Johnson County , 41.661094 , -91.603697 , 71 , 44
Johnson County , 41.661094 , -91.603697 , 72 , 27
Johnson County , 41.661094 , -91.603697 , 73 , 9
Johnson County , 41.661094 , -91.603697 , 74 , 3
Johnson County , 41.661094 , -91.603697 , 75 , 16
Johnson County , 41.66744278 , -91.42198635 , 71 , 107
Johnson County , 41.66744278 , -91.42198635 , 72 , 74
Johnson County , 41.66744278 , -91.42198635 , 73 , 46
Johnson County , 41.66744278 , -91.42198635 , 74 , 12
Johnson County , 41.66744278 , -91.42198635 , 75 , 8
Johnson County , 41.67066105 , -91.61656505 , 71 , 47
Johnson County , 41.67066105 , -91.61656505 , 72 , 26
Johnson County , 41.67066105 , -91.61656505 , 73 , 10
Johnson County , 41.67066105 , -91.61656505 , 74 , 7
Johnson County , 41.67066105 , -91.61656505 , 75 , 7
Johnson County , 41.673236 , -91.450213 , 71 , 81
Johnson County , 41.673236 , -91.450213 , 72 , 60
Johnson County , 41.673236 , -91.450213 , 73 , 34
Johnson County , 41.673236 , -91.450213 , 74 , 3
Johnson County , 41.673236 , -91.450213 , 75 , 22
Johnson County , 41.685501 , -91.560224 , 71 , 12
Johnson County , 41.685501 , -91.560224 , 72 , 9
Johnson County , 41.685501 , -91.560224 , 73 , 5
Johnson County , 41.685501 , -91.560224 , 74 , 10
Johnson County , 41.685501 , -91.560224 , 75 , 1
Johnson County , 41.68574 , -91.545774 , 71 , 9
Johnson County , 41.68574 , -91.545774 , 72 , 2
Johnson County , 41.68574 , -91.545774 , 73 , 9
Johnson County , 41.685793 , -91.547017 , 71 , 59
Johnson County , 41.685793 , -91.547017 , 72 , 30
Johnson County , 41.685793 , -91.547017 , 73 , 10
Johnson County , 41.685793 , -91.547017 , 74 , 10
Johnson County , 41.685793 , -91.547017 , 75 , 12
Johnson County , 41.686208 , -91.570225 , 71 , 21
Johnson County , 41.686208 , -91.570225 , 72 , 3
Johnson County , 41.686208 , -91.570225 , 73 , 23
Johnson County , 41.686208 , -91.570225 , 74 , 13
Johnson County , 41.686208 , -91.570225 , 75 , 12
Johnson County , 41.686262 , -91.569204 , 71 , 24
Johnson County , 41.686262 , -91.569204 , 72 , 24
Johnson County , 41.686262 , -91.569204 , 73 , 37
Johnson County , 41.686262 , -91.569204 , 74 , 4
Johnson County , 41.686262 , -91.569204 , 75 , 19
Johnson County , 41.686801 , -91.506039 , 71 , 38
Johnson County , 41.686801 , -91.506039 , 72 , 10
Johnson County , 41.686801 , -91.506039 , 73 , 4
Johnson County , 41.686801 , -91.506039 , 74 , 12
Johnson County , 41.686801 , -91.506039 , 75 , 2
Johnson County , 41.686972 , -91.503854 , 71 , 8
Johnson County , 41.686972 , -91.503854 , 72 , 30
Johnson County , 41.686972 , -91.503854 , 73 , 14
Johnson County , 41.686972 , -91.503854 , 74 , 8
Johnson County , 41.686972 , -91.503854 , 75 , 14
Johnson County , 41.687642 , -91.803195 , 71 , 65
Johnson County , 41.687642 , -91.803195 , 72 , 60
Johnson County , 41.687642 , -91.803195 , 73 , 21
Johnson County , 41.687642 , -91.803195 , 74 , 25
Johnson County , 41.687642 , -91.803195 , 75 , 54
Johnson County , 41.69131024 , -91.75776832 , 71 , 117
Johnson County , 41.69131024 , -91.75776832 , 72 , 74
Johnson County , 41.69131024 , -91.75776832 , 73 , 37
Johnson County , 41.69131024 , -91.75776832 , 74 , 51
Johnson County , 41.69131024 , -91.75776832 , 75 , 37
Johnson County , 41.692023 , -91.755049 , 71 , 113
Johnson County , 41.692023 , -91.755049 , 72 , 102
Johnson County , 41.692023 , -91.755049 , 73 , 34
Johnson County , 41.692023 , -91.755049 , 74 , 43
Johnson County , 41.692023 , -91.755049 , 75 , 51
Johnson County , 41.693764 , -91.602258 , 71 , 26
Johnson County , 41.693764 , -91.602258 , 72 , 4
Johnson County , 41.693764 , -91.602258 , 73 , 15
Johnson County , 41.693764 , -91.602258 , 74 , 8
Johnson County , 41.693764 , -91.602258 , 75 , 8
Johnson County , 41.69385 , -91.60081 , 71 , 46
Johnson County , 41.69385 , -91.60081 , 72 , 63
Johnson County , 41.69385 , -91.60081 , 73 , 23
Johnson County , 41.69385 , -91.60081 , 75 , 23
Johnson County , 41.693878 , -91.607981 , 71 , 12
Johnson County , 41.693878 , -91.607981 , 72 , 2
Johnson County , 41.693878 , -91.607981 , 73 , 43
Johnson County , 41.693878 , -91.607981 , 74 , 7
Johnson County , 41.693878 , -91.607981 , 75 , 13
Johnson County , 41.693959 , -91.660625 , 71 , 82
Johnson County , 41.693959 , -91.660625 , 72 , 63
Johnson County , 41.693959 , -91.660625 , 73 , 21
Johnson County , 41.693959 , -91.660625 , 74 , 6
Johnson County , 41.693959 , -91.660625 , 75 , 52
Johnson County , 41.694042 , -91.63792 , 71 , 9
Johnson County , 41.694042 , -91.63792 , 72 , 18
Johnson County , 41.694042 , -91.63792 , 73 , 11
Johnson County , 41.694042 , -91.63792 , 74 , 10
Johnson County , 41.694042 , -91.63792 , 75 , 2
Johnson County , 41.694113 , -91.608871 , 71 , 38
Johnson County , 41.694113 , -91.608871 , 72 , 46
Johnson County , 41.694113 , -91.608871 , 73 , 15
Johnson County , 41.694113 , -91.608871 , 74 , 2
Johnson County , 41.694113 , -91.608871 , 75 , 19
Johnson County , 41.694188 , -91.6463073 , 71 , 35
Johnson County , 41.694188 , -91.6463073 , 72 , 19
Johnson County , 41.694188 , -91.6463073 , 73 , 2
Johnson County , 41.694188 , -91.6463073 , 74 , 49
Johnson County , 41.694188 , -91.6463073 , 75 , 6
Johnson County , 41.694272 , -91.637815 , 71 , 12
Johnson County , 41.694272 , -91.637815 , 72 , 3
Johnson County , 41.694272 , -91.637815 , 73 , 8
Johnson County , 41.694272 , -91.637815 , 74 , 13
Johnson County , 41.69427 , -91.638216 , 71 , 6
Johnson County , 41.69427 , -91.638216 , 73 , 7
Johnson County , 41.69427 , -91.638216 , 74 , 6
Johnson County , 41.69427 , -91.638216 , 75 , 21
Johnson County , 41.6943258 , -91.638084 , 71 , 18
Johnson County , 41.6943258 , -91.638084 , 72 , 24
Johnson County , 41.6943258 , -91.638084 , 73 , 9
Johnson County , 41.6943258 , -91.638084 , 74 , 1
Johnson County , 41.6943258 , -91.638084 , 75 , 10
Johnson County , 41.69442 , -91.63848 , 71 , 12
Johnson County , 41.69442 , -91.63848 , 72 , 27
Johnson County , 41.69442 , -91.63848 , 73 , 7
Johnson County , 41.69442 , -91.63848 , 74 , 6
Johnson County , 41.69442 , -91.63848 , 75 , 1
Johnson County , 41.694431 , -91.644747 , 71 , 37
Johnson County , 41.694431 , -91.644747 , 72 , 17
Johnson County , 41.694431 , -91.644747 , 73 , 28
Johnson County , 41.694431 , -91.644747 , 75 , 20
Johnson County , 41.694452 , -91.638823 , 73 , 9
Johnson County , 41.694452 , -91.638823 , 74 , 10
Johnson County , 41.694452 , -91.638823 , 75 , 2
Johnson County , 41.694455 , -91.638322 , 71 , 15
Johnson County , 41.694455 , -91.638322 , 72 , 2
Johnson County , 41.694455 , -91.638322 , 73 , 9
Johnson County , 41.694455 , -91.638322 , 74 , 2
Johnson County , 41.694455 , -91.638322 , 75 , 7
Johnson County , 41.694461 , -91.630095 , 71 , 46
Johnson County , 41.694461 , -91.630095 , 73 , 2
Johnson County , 41.694461 , -91.630095 , 74 , 4
Johnson County , 41.694835 , -91.638712 , 71 , 3
Johnson County , 41.694835 , -91.638712 , 72 , 1
Johnson County , 41.694835 , -91.638712 , 73 , 7
Johnson County , 41.698787 , -91.640531 , 71 , 29
Johnson County , 41.698787 , -91.640531 , 72 , 5
Johnson County , 41.698787 , -91.640531 , 73 , 7
Johnson County , 41.698787 , -91.640531 , 74 , 5
Johnson County , 41.77062852 , -91.64574038 , 71 , 91
Johnson County , 41.77062852 , -91.64574038 , 72 , 73
Johnson County , 41.77062852 , -91.64574038 , 73 , 44
Johnson County , 41.77062852 , -91.64574038 , 74 , 23
Johnson County , 41.77062852 , -91.64574038 , 75 , 9
Johnson County , 41.77072803 , -91.6461166 , 71 , 67
Johnson County , 41.77072803 , -91.6461166 , 72 , 60
Johnson County , 41.77072803 , -91.6461166 , 73 , 34
