countyName , lat , lon , speed , total
Polk County , 41.611294 , -93.776991 , 73 , 24
Polk County , 41.611294 , -93.776991 , 74 , 3
Polk County , 41.611294 , -93.776991 , 75 , 16
Polk County , 41.611483 , -93.578856 , 71 , 11
Polk County , 41.611483 , -93.578856 , 74 , 3
Polk County , 41.61275576 , -93.49473467 , 71 , 19
Polk County , 41.61275576 , -93.49473467 , 72 , 22
Polk County , 41.61275576 , -93.49473467 , 73 , 3
Polk County , 41.61275576 , -93.49473467 , 74 , 5
Polk County , 41.61275576 , -93.49473467 , 75 , 8
Polk County , 41.618382 , -93.576782 , 71 , 2
Polk County , 41.618382 , -93.576782 , 72 , 2
Polk County , 41.618382 , -93.576782 , 73 , 8
Polk County , 41.618382 , -93.576782 , 74 , 4
Polk County , 41.618466 , -93.576474 , 71 , 2
Polk County , 41.618466 , -93.576474 , 73 , 9
Polk County , 41.618529 , -93.493116 , 71 , 33
Polk County , 41.618529 , -93.493116 , 72 , 20
Polk County , 41.618529 , -93.493116 , 73 , 15
Polk County , 41.618529 , -93.493116 , 74 , 7
Polk County , 41.618529 , -93.493116 , 75 , 9
Polk County , 41.619081 , -93.7767 , 71 , 57
Polk County , 41.619081 , -93.7767 , 72 , 20
Polk County , 41.619081 , -93.7767 , 73 , 28
Polk County , 41.619081 , -93.7767 , 74 , 10
Polk County , 41.619081 , -93.7767 , 75 , 23
Polk County , 41.6200995 , -93.7769402 , 71 , 101
Polk County , 41.6200995 , -93.7769402 , 72 , 55
Polk County , 41.6200995 , -93.7769402 , 73 , 24
Polk County , 41.6200995 , -93.7769402 , 74 , 13
Polk County , 41.622888 , -93.776709 , 71 , 5
Polk County , 41.622888 , -93.776709 , 72 , 35
Polk County , 41.622888 , -93.776709 , 73 , 23
Polk County , 41.622888 , -93.776709 , 74 , 20
Polk County , 41.622888 , -93.776709 , 75 , 34
Polk County , 41.623563 , -93.575658 , 71 , 10
Polk County , 41.623563 , -93.575658 , 72 , 20
Polk County , 41.623563 , -93.575658 , 73 , 9
Polk County , 41.624035 , -93.776976 , 71 , 116
Polk County , 41.624035 , -93.776976 , 72 , 43
Polk County , 41.624035 , -93.776976 , 73 , 29
Polk County , 41.624035 , -93.776976 , 74 , 50
Polk County , 41.624035 , -93.776976 , 75 , 21
Polk County , 41.624261 , -93.575877 , 71 , 8
Polk County , 41.624261 , -93.575877 , 72 , 13
Polk County , 41.624261 , -93.575877 , 73 , 18
Polk County , 41.624261 , -93.575877 , 74 , 9
Polk County , 41.624261 , -93.575877 , 75 , 3
Polk County , 41.627356 , -93.575069 , 71 , 8
Polk County , 41.627356 , -93.575069 , 73 , 31
Polk County , 41.627356 , -93.575069 , 74 , 8
Polk County , 41.627482 , -93.575393 , 71 , 56
Polk County , 41.627482 , -93.575393 , 72 , 8
Polk County , 41.627482 , -93.575393 , 73 , 16
Polk County , 41.627482 , -93.575393 , 74 , 2
Polk County , 41.627482 , -93.575393 , 75 , 9
Polk County , 41.628158 , -93.777031 , 71 , 48
Polk County , 41.628158 , -93.777031 , 72 , 60
Polk County , 41.628158 , -93.777031 , 73 , 25
Polk County , 41.628158 , -93.777031 , 74 , 52
Polk County , 41.628158 , -93.777031 , 75 , 15
Polk County , 41.63045 , -93.776817 , 71 , 29
Polk County , 41.63045 , -93.776817 , 72 , 32
Polk County , 41.63045 , -93.776817 , 73 , 27
Polk County , 41.63045 , -93.776817 , 74 , 13
Polk County , 41.63045 , -93.776817 , 75 , 17
Polk County , 41.632029 , -93.575451 , 71 , 30
Polk County , 41.632029 , -93.575451 , 72 , 20
Polk County , 41.632029 , -93.575451 , 74 , 28
Polk County , 41.632029 , -93.575451 , 75 , 12
Polk County , 41.632774 , -93.575235 , 71 , 13
Polk County , 41.632774 , -93.575235 , 72 , 2
Polk County , 41.632774 , -93.575235 , 74 , 10
Polk County , 41.632774 , -93.575235 , 75 , 28
Polk County , 41.635436 , -93.777119 , 71 , 30
Polk County , 41.635436 , -93.777119 , 72 , 36
Polk County , 41.635436 , -93.777119 , 73 , 42
Polk County , 41.635436 , -93.777119 , 74 , 29
Polk County , 41.635436 , -93.777119 , 75 , 15
Polk County , 41.636623 , -93.776876 , 71 , 10
Polk County , 41.636623 , -93.776876 , 72 , 9
Polk County , 41.636623 , -93.776876 , 73 , 19
Polk County , 41.636623 , -93.776876 , 74 , 9
Polk County , 41.640874 , -93.50838 , 71 , 49
Polk County , 41.640874 , -93.50838 , 72 , 23
Polk County , 41.640874 , -93.50838 , 73 , 4
Polk County , 41.640874 , -93.50838 , 74 , 1
Polk County , 41.640874 , -93.50838 , 75 , 3
Polk County , 41.644414 , -93.777096 , 71 , 87
Polk County , 41.644414 , -93.777096 , 72 , 38
Polk County , 41.644414 , -93.777096 , 73 , 21
Polk County , 41.644414 , -93.777096 , 74 , 31
Polk County , 41.644414 , -93.777096 , 75 , 8
Polk County , 41.647435 , -93.575857 , 71 , 24
Polk County , 41.647435 , -93.575857 , 72 , 3
Polk County , 41.647435 , -93.575857 , 73 , 6
Polk County , 41.647435 , -93.575857 , 74 , 9
Polk County , 41.647435 , -93.575857 , 75 , 1
Polk County , 41.647568 , -93.575521 , 71 , 59
Polk County , 41.647568 , -93.575521 , 72 , 22
Polk County , 41.647568 , -93.575521 , 73 , 6
Polk County , 41.647568 , -93.575521 , 74 , 12
Polk County , 41.647568 , -93.575521 , 75 , 37
Polk County , 41.647899 , -93.575861 , 71 , 11
Polk County , 41.647899 , -93.575861 , 72 , 41
Polk County , 41.647899 , -93.575861 , 73 , 55
Polk County , 41.647899 , -93.575861 , 74 , 5
Polk County , 41.64875 , -93.774441 , 71 , 42
Polk County , 41.64875 , -93.774441 , 72 , 11
Polk County , 41.64875 , -93.774441 , 73 , 15
Polk County , 41.64875 , -93.774441 , 74 , 10
Polk County , 41.64875 , -93.774441 , 75 , 21
Polk County , 41.649399 , -93.626871 , 71 , 28
Polk County , 41.649399 , -93.626871 , 72 , 50
Polk County , 41.649416 , -93.612617 , 71 , 29
Polk County , 41.649416 , -93.612617 , 72 , 17
Polk County , 41.649416 , -93.612617 , 73 , 24
Polk County , 41.649416 , -93.612617 , 75 , 7
Polk County , 41.6495686 , -93.7728797 , 71 , 26
Polk County , 41.6495686 , -93.7728797 , 72 , 26
Polk County , 41.6495686 , -93.7728797 , 73 , 11
Polk County , 41.6495686 , -93.7728797 , 74 , 17
Polk County , 41.6495686 , -93.7728797 , 75 , 3
Polk County , 41.64958 , -93.626525 , 71 , 52
Polk County , 41.64958 , -93.626525 , 72 , 41
Polk County , 41.64958 , -93.626525 , 73 , 8
Polk County , 41.64958 , -93.626525 , 74 , 2
Polk County , 41.64958 , -93.626525 , 75 , 12
Polk County , 41.649614 , -93.611879 , 71 , 48
Polk County , 41.649614 , -93.611879 , 72 , 19
Polk County , 41.649614 , -93.611879 , 74 , 14
Polk County , 41.649614 , -93.611879 , 75 , 12
Polk County , 41.64988648 , -93.64964392 , 71 , 23
Polk County , 41.64988648 , -93.64964392 , 72 , 11
Polk County , 41.64988648 , -93.64964392 , 73 , 4
Polk County , 41.64988648 , -93.64964392 , 74 , 11
Polk County , 41.64994204 , -93.64670991 , 71 , 42
Polk County , 41.64994204 , -93.64670991 , 72 , 12
Polk County , 41.64994204 , -93.64670991 , 73 , 8
Polk County , 41.64994204 , -93.64670991 , 75 , 7
Polk County , 41.650243 , -93.592249 , 71 , 1
Polk County , 41.650387 , -93.592942 , 71 , 75
Polk County , 41.650387 , -93.592942 , 72 , 11
Polk County , 41.650387 , -93.592942 , 73 , 4
Polk County , 41.650387 , -93.592942 , 74 , 19
Polk County , 41.650387 , -93.592942 , 75 , 11
Polk County , 41.6506685 , -93.5766001 , 71 , 1
Polk County , 41.6506685 , -93.5766001 , 72 , 15
Polk County , 41.6506685 , -93.5766001 , 73 , 6
Polk County , 41.6506685 , -93.5766001 , 75 , 5
Polk County , 41.650782 , -93.669946 , 71 , 41
Polk County , 41.650782 , -93.669946 , 72 , 12
Polk County , 41.650782 , -93.669946 , 73 , 6
Polk County , 41.650782 , -93.669946 , 75 , 6
Polk County , 41.650837 , -93.666884 , 71 , 44
Polk County , 41.650837 , -93.666884 , 72 , 15
Polk County , 41.650837 , -93.666884 , 73 , 8
Polk County , 41.650837 , -93.666884 , 74 , 27
Polk County , 41.650837 , -93.666884 , 75 , 8
Polk County , 41.650995 , -93.582596 , 71 , 3
Polk County , 41.650995 , -93.582596 , 73 , 2
Polk County , 41.650995 , -93.582596 , 75 , 6
Polk County , 41.651321 , -93.581826 , 71 , 40
Polk County , 41.651321 , -93.581826 , 72 , 6
Polk County , 41.651321 , -93.581826 , 73 , 1
Polk County , 41.651321 , -93.581826 , 74 , 20
Polk County , 41.651568 , -93.515419 , 71 , 14
Polk County , 41.651568 , -93.515419 , 72 , 13
Polk County , 41.651568 , -93.515419 , 73 , 15
Polk County , 41.651568 , -93.515419 , 74 , 13
Polk County , 41.651568 , -93.515419 , 75 , 14
Polk County , 41.651837 , -93.745132 , 71 , 31
Polk County , 41.651837 , -93.745132 , 72 , 17
Polk County , 41.651837 , -93.745132 , 74 , 2
Polk County , 41.651948 , -93.516094 , 71 , 18
Polk County , 41.651948 , -93.516094 , 73 , 1
Polk County , 41.651948 , -93.516094 , 74 , 2
Polk County , 41.652095 , -93.74308 , 71 , 55
Polk County , 41.652095 , -93.74308 , 72 , 14
Polk County , 41.652095 , -93.74308 , 73 , 22
Polk County , 41.652095 , -93.74308 , 74 , 2
Polk County , 41.652095 , -93.74308 , 75 , 18
Polk County , 41.652274 , -93.729619 , 71 , 44
Polk County , 41.652274 , -93.729619 , 72 , 21
Polk County , 41.652274 , -93.729619 , 73 , 11
Polk County , 41.652274 , -93.729619 , 74 , 6
Polk County , 41.652377 , -93.705608 , 71 , 34
Polk County , 41.652377 , -93.705608 , 72 , 36
Polk County , 41.652377 , -93.705608 , 73 , 8
Polk County , 41.652377 , -93.705608 , 74 , 3
Polk County , 41.652377 , -93.705608 , 75 , 9
Polk County , 41.652522 , -93.727775 , 71 , 36
Polk County , 41.652522 , -93.727775 , 72 , 26
Polk County , 41.652522 , -93.727775 , 73 , 23
Polk County , 41.652522 , -93.727775 , 74 , 19
Polk County , 41.652522 , -93.727775 , 75 , 20
Polk County , 41.652583 , -93.705581 , 71 , 46
Polk County , 41.652583 , -93.705581 , 72 , 15
Polk County , 41.652583 , -93.705581 , 73 , 6
Polk County , 41.652583 , -93.705581 , 74 , 13
Polk County , 41.652583 , -93.705581 , 75 , 2
Polk County , 41.6526325 , -93.5704893 , 71 , 17
Polk County , 41.6526325 , -93.5704893 , 72 , 9
Polk County , 41.6526325 , -93.5704893 , 73 , 24
Polk County , 41.6534013 , -93.5731377 , 71 , 1
Polk County , 41.6534013 , -93.5731377 , 72 , 24
Polk County , 41.653413 , -93.567538 , 71 , 29
Polk County , 41.653413 , -93.567538 , 72 , 22
Polk County , 41.653413 , -93.567538 , 73 , 23
Polk County , 41.653413 , -93.567538 , 74 , 4
Polk County , 41.6535368 , -93.5744409 , 71 , 25
Polk County , 41.6535368 , -93.5744409 , 72 , 5
Polk County , 41.65584228 , -93.54963368 , 71 , 49
Polk County , 41.65584228 , -93.54963368 , 72 , 24
Polk County , 41.65584228 , -93.54963368 , 73 , 11
Polk County , 41.6566779 , -93.5755435 , 71 , 22
Polk County , 41.6566779 , -93.5755435 , 72 , 7
Polk County , 41.6566779 , -93.5755435 , 73 , 8
Polk County , 41.6566779 , -93.5755435 , 74 , 14
Polk County , 41.6566779 , -93.5755435 , 75 , 11
Polk County , 41.6583726 , -93.5755329 , 71 , 23
Polk County , 41.6583726 , -93.5755329 , 72 , 13
Polk County , 41.6583726 , -93.5755329 , 73 , 5
Polk County , 41.6583726 , -93.5755329 , 74 , 4
Polk County , 41.6583726 , -93.5755329 , 75 , 20
Polk County , 41.660586 , -93.494253 , 74 , 7
Polk County , 41.660586 , -93.494253 , 75 , 1
Polk County , 41.661374 , -93.490672 , 71 , 59
Polk County , 41.661374 , -93.490672 , 72 , 22
Polk County , 41.661374 , -93.490672 , 73 , 13
Polk County , 41.661374 , -93.490672 , 74 , 2
Polk County , 41.661374 , -93.490672 , 75 , 15
Polk County , 41.661972 , -93.490665 , 71 , 64
Polk County , 41.661972 , -93.490665 , 72 , 76
Polk County , 41.661972 , -93.490665 , 73 , 18
Polk County , 41.661972 , -93.490665 , 74 , 20
Polk County , 41.661972 , -93.490665 , 75 , 26
Polk County , 41.662082 , -93.498304 , 71 , 67
Polk County , 41.662082 , -93.498304 , 72 , 59
Polk County , 41.662082 , -93.498304 , 73 , 50
Polk County , 41.662082 , -93.498304 , 74 , 13
Polk County , 41.662082 , -93.498304 , 75 , 1
Polk County , 41.664694 , -93.472529 , 71 , 11
Polk County , 41.664694 , -93.472529 , 72 , 13
Polk County , 41.664694 , -93.472529 , 73 , 15
Polk County , 41.664694 , -93.472529 , 74 , 31
Polk County , 41.6652775 , -93.4714198 , 71 , 58
Polk County , 41.6652775 , -93.4714198 , 72 , 7
Polk County , 41.6652775 , -93.4714198 , 73 , 11
Polk County , 41.6652775 , -93.4714198 , 74 , 2
Polk County , 41.6652775 , -93.4714198 , 75 , 24
Polk County , 41.6695672 , -93.4570145 , 71 , 44
Polk County , 41.6695672 , -93.4570145 , 72 , 62
Polk County , 41.6695672 , -93.4570145 , 73 , 3
Polk County , 41.6695672 , -93.4570145 , 74 , 27
Polk County , 41.6695672 , -93.4570145 , 75 , 14
Polk County , 41.673827 , -93.577721 , 71 , 104
Polk County , 41.673827 , -93.577721 , 72 , 36
Polk County , 41.673827 , -93.577721 , 73 , 8
Polk County , 41.673827 , -93.577721 , 74 , 2
Polk County , 41.673827 , -93.577721 , 75 , 7
Polk County , 41.6743 , -93.578034 , 71 , 3
Polk County , 41.6743 , -93.578034 , 72 , 15
Polk County , 41.686423 , -93.575979 , 72 , 4
Polk County , 41.686423 , -93.575979 , 73 , 3
Polk County , 41.686423 , -93.575979 , 75 , 29
Polk County , 41.687163 , -93.575667 , 71 , 63
Polk County , 41.687163 , -93.575667 , 72 , 32
Polk County , 41.687163 , -93.575667 , 73 , 8
Polk County , 41.687163 , -93.575667 , 74 , 20
Polk County , 41.687163 , -93.575667 , 75 , 7
Polk County , 41.707 , -93.576096 , 71 , 91
Polk County , 41.707 , -93.576096 , 72 , 35
Polk County , 41.707 , -93.576096 , 73 , 44
Polk County , 41.707 , -93.576096 , 74 , 4
Polk County , 41.707 , -93.576096 , 75 , 15
Polk County , 41.70837 , -93.576453 , 71 , 79
Polk County , 41.70837 , -93.576453 , 72 , 30
Polk County , 41.70837 , -93.576453 , 73 , 11
Polk County , 41.70837 , -93.576453 , 74 , 24
Polk County , 41.70837 , -93.576453 , 75 , 39
Polk County , 41.7357757 , -93.5774501 , 71 , 90
Polk County , 41.7357757 , -93.5774501 , 72 , 28
Polk County , 41.7357757 , -93.5774501 , 73 , 15
Polk County , 41.7357757 , -93.5774501 , 74 , 2
Polk County , 41.7357757 , -93.5774501 , 75 , 3
Polk County , 41.736249 , -93.577796 , 71 , 100
Polk County , 41.736249 , -93.577796 , 72 , 42
Polk County , 41.736249 , -93.577796 , 73 , 69
Polk County , 41.736249 , -93.577796 , 74 , 30
Polk County , 41.736249 , -93.577796 , 75 , 31
Polk County , 41.7559001 , -93.5710737 , 71 , 73
Polk County , 41.7559001 , -93.5710737 , 72 , 37
Polk County , 41.7559001 , -93.5710737 , 73 , 19
Polk County , 41.7559001 , -93.5710737 , 74 , 20
Polk County , 41.7559001 , -93.5710737 , 75 , 10
Polk County , 41.7565622 , -93.57102 , 71 , 124
Polk County , 41.7565622 , -93.57102 , 72 , 104
Polk County , 41.7565622 , -93.57102 , 73 , 74
Polk County , 41.7565622 , -93.57102 , 74 , 30
Polk County , 41.7565622 , -93.57102 , 75 , 12
Polk County , 41.7649573 , -93.569812 , 71 , 105
Polk County , 41.7649573 , -93.569812 , 72 , 81
Polk County , 41.7649573 , -93.569812 , 73 , 50
Polk County , 41.7649573 , -93.569812 , 74 , 42
Polk County , 41.7649573 , -93.569812 , 75 , 35
Polk County , 41.7657472 , -93.5696369 , 71 , 134
Polk County , 41.7657472 , -93.5696369 , 72 , 127
Polk County , 41.7657472 , -93.5696369 , 73 , 35
Polk County , 41.7657472 , -93.5696369 , 74 , 26
Polk County , 41.7657472 , -93.5696369 , 75 , 3
Polk County , 41.795304 , -93.570236 , 71 , 168
Polk County , 41.795304 , -93.570236 , 72 , 182
Polk County , 41.795304 , -93.570236 , 73 , 104
Polk County , 41.795304 , -93.570236 , 74 , 142
Polk County , 41.795304 , -93.570236 , 75 , 50
Polk County , 41.795759 , -93.570532 , 71 , 152
Polk County , 41.795759 , -93.570532 , 72 , 162
Polk County , 41.795759 , -93.570532 , 73 , 117
Polk County , 41.795759 , -93.570532 , 74 , 94
Polk County , 41.795759 , -93.570532 , 75 , 114
Polk County , 41.82579441 , -93.57102505 , 71 , 170
Polk County , 41.82579441 , -93.57102505 , 72 , 123
Polk County , 41.82579441 , -93.57102505 , 73 , 119
Polk County , 41.82579441 , -93.57102505 , 74 , 84
Polk County , 41.82579441 , -93.57102505 , 75 , 71
Polk County , 41.82671745 , -93.57076351 , 71 , 179
Polk County , 41.82671745 , -93.57076351 , 72 , 174
Polk County , 41.82671745 , -93.57076351 , 73 , 117
Polk County , 41.82671745 , -93.57076351 , 74 , 101
Polk County , 41.82671745 , -93.57076351 , 75 , 59
Polk County , 41.842319 , -93.570935 , 71 , 193
Polk County , 41.842319 , -93.570935 , 72 , 138
Polk County , 41.842319 , -93.570935 , 73 , 103
Polk County , 41.842319 , -93.570935 , 74 , 107
Polk County , 41.842319 , -93.570935 , 75 , 72
Polk County , 41.842319 , -93.571218 , 71 , 185
Polk County , 41.842319 , -93.571218 , 72 , 178
Polk County , 41.842319 , -93.571218 , 73 , 109
Polk County , 41.842319 , -93.571218 , 74 , 91
Polk County , 41.842319 , -93.571218 , 75 , 115
Pottawattamie County , 41.18456597 , -95.82349167 , 71 , 32
Pottawattamie County , 41.18456597 , -95.82349167 , 72 , 23
Pottawattamie County , 41.18456597 , -95.82349167 , 73 , 12
Pottawattamie County , 41.18456597 , -95.82349167 , 74 , 22
Pottawattamie County , 41.18456597 , -95.82349167 , 75 , 25
Pottawattamie County , 41.18457497 , -95.82376623 , 71 , 111
Pottawattamie County , 41.18457497 , -95.82376623 , 72 , 72
Pottawattamie County , 41.18457497 , -95.82376623 , 73 , 15
Pottawattamie County , 41.18457497 , -95.82376623 , 74 , 38
Pottawattamie County , 41.18457497 , -95.82376623 , 75 , 15
Pottawattamie County , 41.201466 , -95.823566 , 71 , 73
Pottawattamie County , 41.201466 , -95.823566 , 72 , 28
Pottawattamie County , 41.201466 , -95.823566 , 73 , 13
Pottawattamie County , 41.201466 , -95.823566 , 74 , 18
Pottawattamie County , 41.201466 , -95.823566 , 75 , 8
Pottawattamie County , 41.216465 , -95.828569 , 71 , 35
Pottawattamie County , 41.216465 , -95.828569 , 72 , 2
Pottawattamie County , 41.216465 , -95.828569 , 73 , 5
Pottawattamie County , 41.216465 , -95.828569 , 74 , 1
Pottawattamie County , 41.216465 , -95.828569 , 75 , 6
Pottawattamie County , 41.217347 , -95.829143 , 71 , 1
Pottawattamie County , 41.217347 , -95.829143 , 72 , 10
Pottawattamie County , 41.220739 , -95.833073 , 71 , 4
Pottawattamie County , 41.220739 , -95.833073 , 72 , 3
Pottawattamie County , 41.220739 , -95.833073 , 75 , 10
Pottawattamie County , 41.223764 , -95.835087 , 71 , 2
Pottawattamie County , 41.223764 , -95.835087 , 72 , 10
Pottawattamie County , 41.224009 , -95.836531 , 71 , 4
Pottawattamie County , 41.224009 , -95.836531 , 72 , 3
Pottawattamie County , 41.224009 , -95.836531 , 75 , 10
Pottawattamie County , 41.230886 , -95.843949 , 71 , 1
Pottawattamie County , 41.230886 , -95.843949 , 72 , 5
Pottawattamie County , 41.2319853 , -95.8509435 , 72 , 3
Pottawattamie County , 41.232061 , -95.903513 , 73 , 7
Pottawattamie County , 41.232117 , -95.873535 , 71 , 1
Pottawattamie County , 41.232313 , -95.873724 , 74 , 1
Pottawattamie County , 41.232313 , -95.873724 , 75 , 6
Pottawattamie County , 41.232351 , -95.884937 , 73 , 8
Pottawattamie County , 41.232571 , -95.885544 , 71 , 11
Pottawattamie County , 41.232571 , -95.885544 , 73 , 10
Pottawattamie County , 41.232571 , -95.885544 , 75 , 6
Pottawattamie County , 41.241685 , -95.904534 , 71 , 10
Pottawattamie County , 41.241685 , -95.904534 , 75 , 16
Pottawattamie County , 41.242481 , -95.90491 , 72 , 11
Pottawattamie County , 41.242481 , -95.90491 , 73 , 1
Pottawattamie County , 41.244449 , -95.81922 , 71 , 1
Pottawattamie County , 41.244449 , -95.81922 , 72 , 1
Pottawattamie County , 41.244776 , -95.819079 , 71 , 3
Pottawattamie County , 41.2479993 , -95.9069055 , 71 , 25
Pottawattamie County , 41.2479993 , -95.9069055 , 75 , 5
Pottawattamie County , 41.24989721 , -95.81209132 , 71 , 2
Pottawattamie County , 41.24989721 , -95.81209132 , 73 , 3
Pottawattamie County , 41.24989721 , -95.81209132 , 75 , 13
Pottawattamie County , 41.257479 , -95.906735 , 71 , 1
Pottawattamie County , 41.2602891 , -95.9174844 , 71 , 3
Pottawattamie County , 41.2602891 , -95.9174844 , 72 , 2
Pottawattamie County , 41.260602 , -95.916063 , 71 , 3
Pottawattamie County , 41.26356908 , -95.801087 , 71 , 27
Pottawattamie County , 41.26356908 , -95.801087 , 72 , 3
Pottawattamie County , 41.26356908 , -95.801087 , 73 , 23
Pottawattamie County , 41.26356908 , -95.801087 , 74 , 22
Pottawattamie County , 41.26356908 , -95.801087 , 75 , 21
Pottawattamie County , 41.2673992 , -95.9084127 , 73 , 1
Pottawattamie County , 41.267857 , -95.908262 , 73 , 5
Pottawattamie County , 41.267857 , -95.908262 , 74 , 11
Pottawattamie County , 41.267857 , -95.908262 , 75 , 1
Pottawattamie County , 41.274995 , -95.886207 , 71 , 4
Pottawattamie County , 41.275835 , -95.877388 , 71 , 3
Pottawattamie County , 41.275835 , -95.877388 , 75 , 5
Pottawattamie County , 41.283854 , -95.782307 , 71 , 34
Pottawattamie County , 41.283854 , -95.782307 , 72 , 9
Pottawattamie County , 41.283854 , -95.782307 , 73 , 30
Pottawattamie County , 41.283854 , -95.782307 , 75 , 10
Pottawattamie County , 41.284534 , -95.781542 , 71 , 65
Pottawattamie County , 41.284534 , -95.781542 , 72 , 54
Pottawattamie County , 41.284534 , -95.781542 , 73 , 38
Pottawattamie County , 41.284534 , -95.781542 , 74 , 19
Pottawattamie County , 41.288864 , -95.866118 , 71 , 3
Pottawattamie County , 41.288864 , -95.866118 , 72 , 8
Pottawattamie County , 41.288864 , -95.866118 , 75 , 1
Pottawattamie County , 41.32138731 , -95.88146314 , 71 , 163
Pottawattamie County , 41.32138731 , -95.88146314 , 72 , 101
Pottawattamie County , 41.32138731 , -95.88146314 , 73 , 35
Pottawattamie County , 41.32138731 , -95.88146314 , 74 , 70
Pottawattamie County , 41.32138731 , -95.88146314 , 75 , 81
Pottawattamie County , 41.350277 , -95.897277 , 71 , 34
Pottawattamie County , 41.350277 , -95.897277 , 72 , 27
Pottawattamie County , 41.350277 , -95.897277 , 73 , 48
Pottawattamie County , 41.350277 , -95.897277 , 74 , 59
Pottawattamie County , 41.350277 , -95.897277 , 75 , 53
Pottawattamie County , 41.3502 , -95.897546 , 71 , 145
Pottawattamie County , 41.3502 , -95.897546 , 72 , 130
Pottawattamie County , 41.3502 , -95.897546 , 73 , 46
Pottawattamie County , 41.3502 , -95.897546 , 74 , 44
Pottawattamie County , 41.3502 , -95.897546 , 75 , 79
Pottawattamie County , 41.35288 , -95.905978 , 71 , 20
Pottawattamie County , 41.35288 , -95.905978 , 72 , 2
Pottawattamie County , 41.35288 , -95.905978 , 73 , 5
Pottawattamie County , 41.353974 , -95.900009 , 71 , 26
Pottawattamie County , 41.353974 , -95.900009 , 72 , 29
Pottawattamie County , 41.353974 , -95.900009 , 73 , 17
Pottawattamie County , 41.353974 , -95.900009 , 74 , 27
Pottawattamie County , 41.353974 , -95.900009 , 75 , 21
Pottawattamie County , 41.3543213 , -95.9005039 , 71 , 111
Pottawattamie County , 41.3543213 , -95.9005039 , 72 , 96
Pottawattamie County , 41.3543213 , -95.9005039 , 73 , 50
Pottawattamie County , 41.3543213 , -95.9005039 , 74 , 63
Pottawattamie County , 41.3543213 , -95.9005039 , 75 , 100
Pottawattamie County , 41.3543909 , -95.9005352 , 71 , 83
Pottawattamie County , 41.3543909 , -95.9005352 , 72 , 149
Pottawattamie County , 41.3543909 , -95.9005352 , 73 , 76
Pottawattamie County , 41.3543909 , -95.9005352 , 74 , 13
Pottawattamie County , 41.3543909 , -95.9005352 , 75 , 114
Pottawattamie County , 41.354671 , -95.900108 , 71 , 4
Pottawattamie County , 41.354742 , -95.900427 , 71 , 31
Pottawattamie County , 41.354742 , -95.900427 , 72 , 42
Pottawattamie County , 41.354742 , -95.900427 , 73 , 26
Pottawattamie County , 41.354742 , -95.900427 , 74 , 35
Pottawattamie County , 41.354742 , -95.900427 , 75 , 10
Pottawattamie County , 41.359819 , -95.900967 , 71 , 83
Pottawattamie County , 41.359819 , -95.900967 , 72 , 99
